method,runs,hop_mean,hop_std,mean_risk_mean,mean_risk_std,max_risk_mean,max_risk_std,cvar80_mean,cvar80_std,cvar90_mean,cvar90_std,re_mean,re_std,hhi_mean,hhi_std,gini_mean,gini_std,total_risk_mean,total_risk_std,hop_increase_pct_mean,hop_increase_pct_std,risk_reduction_pct_mean,risk_reduction_pct_std,cvar90_reduction_pct_mean,cvar90_reduction_pct_std,total_risk_mean_baseline,total_risk_mean_method,total_risk_aggregate_reduction,total_risk_mean_per_od_reduction,total_risk_median_per_od_reduction,max_risk_mean_baseline,max_risk_mean_method,max_risk_aggregate_reduction,max_risk_mean_per_od_reduction,max_risk_median_per_od_reduction,cvar80_mean_baseline,cvar80_mean_method,cvar80_aggregate_reduction,cvar80_mean_per_od_reduction,cvar80_median_per_od_reduction,cvar90_mean_baseline,cvar90_mean_method,cvar90_aggregate_reduction,cvar90_mean_per_od_reduction,cvar90_median_per_od_reduction,re_mean_baseline,re_mean_method,re_aggregate_reduction,re_mean_per_od_reduction,re_median_per_od_reduction,gini_mean_baseline,gini_mean_method,gini_aggregate_reduction,gini_mean_per_od_reduction,gini_median_per_od_reduction,path_overlap_with_cvar,selected_path_changed_rate,risk_mode,cvar_alpha,lambda_re,re_threshold,run_name,risk_dir
CVaR+Concentration,3,8.333333333333334,4.041451884327381,0.0055403977952913465,0.00036528540316900444,0.008286192702750364,0.0004572766996757222,0.0077652093799163895,0.000765136883146171,0.008286192702750364,0.0004572766996757222,0.0,0.0,0.153880613978615,0.06318658016173694,0.16868724254993203,0.07491396961118471,0.045617030933499336,0.02028333139691475,0.0,0.0,0.286428866495877,0.496109349525222,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.045617030933499336,0.7546901084484233,0.286428866495877,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.0077652093799163895,0.8584533030500706,0.3175903335939246,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.010409071833739741,0.0,0.99999999990393,0.3333333333226589,0.0,0.3944051449926556,0.16868724254993203,0.57229958916067,0.27747882014840425,0.0,1.0,0.0,floor_0p01,0.8,1.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p8_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR-risk,3,8.333333333333334,4.041451884327381,0.0055403977952913465,0.00036528540316900444,0.008286192702750364,0.0004572766996757222,0.0077652093799163895,0.000765136883146171,0.008286192702750364,0.0004572766996757222,0.0,0.0,0.153880613978615,0.06318658016173694,0.16868724254993203,0.07491396961118471,0.045617030933499336,0.02028333139691475,0.0,0.0,0.286428866495877,0.496109349525222,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.045617030933499336,0.7546901084484233,0.286428866495877,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.0077652093799163895,0.8584533030500706,0.3175903335939246,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.010409071833739741,0.0,0.99999999990393,0.3333333333226589,0.0,0.3944051449926556,0.16868724254993203,0.57229958916067,0.27747882014840425,0.0,1.0,0.0,floor_0p01,0.8,1.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p8_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Hop-shortest,3,8.333333333333334,4.041451884327381,0.016335761038244214,0.01849535663776189,0.1490808827802539,0.24410652455649856,0.05485970035402311,0.08091127004922007,0.07867808438216646,0.1221656078608618,0.010409071833739741,0.01802904127567137,0.3845417055741828,0.338372987056445,0.3944051449926556,0.36950086827441714,0.18595675309188664,0.26328390616385605,0.0,0.0,0.0,0.0,0.0,0.0,0.18595675309188664,0.18595675309188664,0.0,0.0,0.0,0.1490808827802539,0.1490808827802539,0.0,0.0,0.0,0.05485970035402311,0.05485970035402311,0.0,0.0,0.0,0.07867808438216646,0.07867808438216646,0.0,0.0,0.0,0.010409071833739741,0.010409071833739741,0.0,0.0,0.0,0.3944051449926556,0.3944051449926556,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,1.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p8_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-floor,3,8.333333333333334,4.041451884327381,0.005492505439334255,0.0004175678245101645,0.008286192702750364,0.0004572766996757222,0.007931772567745712,0.0005366725588247382,0.008286192702750364,0.0004572766996757222,0.0,0.0,0.15406477493920376,0.06287635552317053,0.1680513962665291,0.07533315201243282,0.04499443030605713,0.019209514239762936,0.0,0.0,0.287699574384244,0.49831028014945206,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.04499443030605713,0.7580382021158322,0.287699574384244,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.007931772567745712,0.8554171364878873,0.3164670842012033,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.010409071833739741,0.0,0.99999999990393,0.3333333333226589,0.0,0.3944051449926556,0.1680513962665291,0.5739117544467318,0.2782604766967109,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,1.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p8_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-raw,3,8.333333333333334,4.041451884327381,0.005492505439334255,0.0004175678245101645,0.008286192702750364,0.0004572766996757222,0.007931772567745712,0.0005366725588247382,0.008286192702750364,0.0004572766996757222,0.0,0.0,0.15406477493920376,0.06287635552317053,0.1680513962665291,0.07533315201243282,0.04499443030605713,0.019209514239762936,0.0,0.0,0.287699574384244,0.49831028014945206,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.04499443030605713,0.7580382021158322,0.287699574384244,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.007931772567745712,0.8554171364878873,0.3164670842012033,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.010409071833739741,0.0,0.99999999990393,0.3333333333226589,0.0,0.3944051449926556,0.1680513962665291,0.5739117544467318,0.2782604766967109,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,1.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p8_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR+Concentration,3,8.666666666666666,3.7859388972001824,0.005359452374032739,5.7456497188435306e-05,0.008286192702750364,0.0004572766996757222,0.0077652093799163895,0.000765136883146171,0.008286192702750364,0.0004572766996757222,0.0009169460306119205,0.00026598245365931904,0.14851538454376614,0.06118630943266504,0.18993738049246253,0.05975274642353592,0.046337436186149716,0.01979093689131936,0.05555555555554629,0.09622504486492157,0.26628692049061997,0.5144407496912504,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.046337436186149716,0.7508160611730843,0.26628692049061997,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.0077652093799163895,0.8584533030500706,0.3175903335939246,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.011774451304704716,0.0009169460306119205,0.9221240966729667,0.3744058909985737,0.142857142724046,0.3944051449926556,0.18993738049246253,0.5184206319202103,0.09335219261883902,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,1.0,p75,od_modes_debug_p1_k5_floor_0p01_a0p8_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR-risk,3,8.333333333333334,4.041451884327381,0.0055403977952913465,0.00036528540316900444,0.008286192702750364,0.0004572766996757222,0.0077652093799163895,0.000765136883146171,0.008286192702750364,0.0004572766996757222,0.0009680570652469611,0.00028116141764276823,0.153880613978615,0.06318658016173694,0.16868724254993203,0.07491396961118471,0.045617030933499336,0.02028333139691475,0.0,0.0,0.286428866495877,0.496109349525222,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.045617030933499336,0.7546901084484233,0.286428866495877,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.0077652093799163895,0.8584533030500706,0.3175903335939246,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.011774451304704716,0.0009680570652469611,0.917783254513275,0.3267868434238917,0.0,0.3944051449926556,0.16868724254993203,0.57229958916067,0.27747882014840425,0.0,1.0,0.0,floor_0p01,0.8,1.0,p75,od_modes_debug_p1_k5_floor_0p01_a0p8_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Hop-shortest,3,8.333333333333334,4.041451884327381,0.016335761038244214,0.01849535663776189,0.1490808827802539,0.24410652455649856,0.05485970035402311,0.08091127004922007,0.07867808438216646,0.1221656078608618,0.011774451304704716,0.018441381564874775,0.3845417055741828,0.338372987056445,0.3944051449926556,0.36950086827441714,0.18595675309188664,0.26328390616385605,0.0,0.0,0.0,0.0,0.0,0.0,0.18595675309188664,0.18595675309188664,0.0,0.0,0.0,0.1490808827802539,0.1490808827802539,0.0,0.0,0.0,0.05485970035402311,0.05485970035402311,0.0,0.0,0.0,0.07867808438216646,0.07867808438216646,0.0,0.0,0.0,0.011774451304704716,0.011774451304704716,0.0,0.0,0.0,0.3944051449926556,0.3944051449926556,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,1.0,p75,od_modes_debug_p1_k5_floor_0p01_a0p8_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-floor,3,8.333333333333334,4.041451884327381,0.005492505439334255,0.0004175678245101645,0.008286192702750364,0.0004572766996757222,0.007931772567745712,0.0005366725588247382,0.008286192702750364,0.0004572766996757222,0.0009449295078714689,0.00032056539896277393,0.15406477493920376,0.06287635552317053,0.1680513962665291,0.07533315201243282,0.04499443030605713,0.019209514239762936,0.0,0.0,0.287699574384244,0.49831028014945206,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.04499443030605713,0.7580382021158322,0.287699574384244,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.007931772567745712,0.8554171364878873,0.3164670842012033,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.011774451304704716,0.0009449295078714689,0.9197474698108733,0.3274862239298561,0.0,0.3944051449926556,0.1680513962665291,0.5739117544467318,0.2782604766967109,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,1.0,p75,od_modes_debug_p1_k5_floor_0p01_a0p8_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-raw,3,8.333333333333334,4.041451884327381,0.005492505439334255,0.0004175678245101645,0.008286192702750364,0.0004572766996757222,0.007931772567745712,0.0005366725588247382,0.008286192702750364,0.0004572766996757222,0.0009449295078714689,0.00032056539896277393,0.15406477493920376,0.06287635552317053,0.1680513962665291,0.07533315201243282,0.04499443030605713,0.019209514239762936,0.0,0.0,0.287699574384244,0.49831028014945206,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.04499443030605713,0.7580382021158322,0.287699574384244,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.007931772567745712,0.8554171364878873,0.3164670842012033,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.011774451304704716,0.0009449295078714689,0.9197474698108733,0.3274862239298561,0.0,0.3944051449926556,0.1680513962665291,0.5739117544467318,0.2782604766967109,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,1.0,p75,od_modes_debug_p1_k5_floor_0p01_a0p8_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR+Concentration,3,8.333333333333334,4.041451884327381,0.0055403977952913465,0.00036528540316900444,0.008286192702750364,0.0004572766996757222,0.0077652093799163895,0.000765136883146171,0.008286192702750364,0.0004572766996757222,0.0,0.0,0.153880613978615,0.06318658016173694,0.16868724254993203,0.07491396961118471,0.045617030933499336,0.02028333139691475,0.0,0.0,0.286428866495877,0.496109349525222,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.045617030933499336,0.7546901084484233,0.286428866495877,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.0077652093799163895,0.8584533030500706,0.3175903335939246,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.010409071833739741,0.0,0.99999999990393,0.3333333333226589,0.0,0.3944051449926556,0.16868724254993203,0.57229958916067,0.27747882014840425,0.0,1.0,0.0,floor_0p01,0.8,5.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p8_l5_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR-risk,3,8.333333333333334,4.041451884327381,0.0055403977952913465,0.00036528540316900444,0.008286192702750364,0.0004572766996757222,0.0077652093799163895,0.000765136883146171,0.008286192702750364,0.0004572766996757222,0.0,0.0,0.153880613978615,0.06318658016173694,0.16868724254993203,0.07491396961118471,0.045617030933499336,0.02028333139691475,0.0,0.0,0.286428866495877,0.496109349525222,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.045617030933499336,0.7546901084484233,0.286428866495877,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.0077652093799163895,0.8584533030500706,0.3175903335939246,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.010409071833739741,0.0,0.99999999990393,0.3333333333226589,0.0,0.3944051449926556,0.16868724254993203,0.57229958916067,0.27747882014840425,0.0,1.0,0.0,floor_0p01,0.8,5.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p8_l5_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Hop-shortest,3,8.333333333333334,4.041451884327381,0.016335761038244214,0.01849535663776189,0.1490808827802539,0.24410652455649856,0.05485970035402311,0.08091127004922007,0.07867808438216646,0.1221656078608618,0.010409071833739741,0.01802904127567137,0.3845417055741828,0.338372987056445,0.3944051449926556,0.36950086827441714,0.18595675309188664,0.26328390616385605,0.0,0.0,0.0,0.0,0.0,0.0,0.18595675309188664,0.18595675309188664,0.0,0.0,0.0,0.1490808827802539,0.1490808827802539,0.0,0.0,0.0,0.05485970035402311,0.05485970035402311,0.0,0.0,0.0,0.07867808438216646,0.07867808438216646,0.0,0.0,0.0,0.010409071833739741,0.010409071833739741,0.0,0.0,0.0,0.3944051449926556,0.3944051449926556,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,5.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p8_l5_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-floor,3,8.333333333333334,4.041451884327381,0.005492505439334255,0.0004175678245101645,0.008286192702750364,0.0004572766996757222,0.007931772567745712,0.0005366725588247382,0.008286192702750364,0.0004572766996757222,0.0,0.0,0.15406477493920376,0.06287635552317053,0.1680513962665291,0.07533315201243282,0.04499443030605713,0.019209514239762936,0.0,0.0,0.287699574384244,0.49831028014945206,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.04499443030605713,0.7580382021158322,0.287699574384244,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.007931772567745712,0.8554171364878873,0.3164670842012033,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.010409071833739741,0.0,0.99999999990393,0.3333333333226589,0.0,0.3944051449926556,0.1680513962665291,0.5739117544467318,0.2782604766967109,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,5.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p8_l5_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-raw,3,8.333333333333334,4.041451884327381,0.005492505439334255,0.0004175678245101645,0.008286192702750364,0.0004572766996757222,0.007931772567745712,0.0005366725588247382,0.008286192702750364,0.0004572766996757222,0.0,0.0,0.15406477493920376,0.06287635552317053,0.1680513962665291,0.07533315201243282,0.04499443030605713,0.019209514239762936,0.0,0.0,0.287699574384244,0.49831028014945206,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.04499443030605713,0.7580382021158322,0.287699574384244,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.007931772567745712,0.8554171364878873,0.3164670842012033,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.010409071833739741,0.0,0.99999999990393,0.3333333333226589,0.0,0.3944051449926556,0.1680513962665291,0.5739117544467318,0.2782604766967109,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,5.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p8_l5_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR+Concentration,3,8.666666666666666,3.7859388972001824,0.005359452374032739,5.7456497188435306e-05,0.008286192702750364,0.0004572766996757222,0.0077652093799163895,0.000765136883146171,0.008286192702750364,0.0004572766996757222,0.0009169460306119205,0.00026598245365931904,0.14851538454376614,0.06118630943266504,0.18993738049246253,0.05975274642353592,0.046337436186149716,0.01979093689131936,0.05555555555554629,0.09622504486492157,0.26628692049061997,0.5144407496912504,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.046337436186149716,0.7508160611730843,0.26628692049061997,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.0077652093799163895,0.8584533030500706,0.3175903335939246,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.011774451304704716,0.0009169460306119205,0.9221240966729667,0.3744058909985737,0.142857142724046,0.3944051449926556,0.18993738049246253,0.5184206319202103,0.09335219261883902,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,5.0,p75,od_modes_debug_p1_k5_floor_0p01_a0p8_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR-risk,3,8.333333333333334,4.041451884327381,0.0055403977952913465,0.00036528540316900444,0.008286192702750364,0.0004572766996757222,0.0077652093799163895,0.000765136883146171,0.008286192702750364,0.0004572766996757222,0.0009680570652469611,0.00028116141764276823,0.153880613978615,0.06318658016173694,0.16868724254993203,0.07491396961118471,0.045617030933499336,0.02028333139691475,0.0,0.0,0.286428866495877,0.496109349525222,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.045617030933499336,0.7546901084484233,0.286428866495877,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.0077652093799163895,0.8584533030500706,0.3175903335939246,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.011774451304704716,0.0009680570652469611,0.917783254513275,0.3267868434238917,0.0,0.3944051449926556,0.16868724254993203,0.57229958916067,0.27747882014840425,0.0,1.0,0.0,floor_0p01,0.8,5.0,p75,od_modes_debug_p1_k5_floor_0p01_a0p8_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Hop-shortest,3,8.333333333333334,4.041451884327381,0.016335761038244214,0.01849535663776189,0.1490808827802539,0.24410652455649856,0.05485970035402311,0.08091127004922007,0.07867808438216646,0.1221656078608618,0.011774451304704716,0.018441381564874775,0.3845417055741828,0.338372987056445,0.3944051449926556,0.36950086827441714,0.18595675309188664,0.26328390616385605,0.0,0.0,0.0,0.0,0.0,0.0,0.18595675309188664,0.18595675309188664,0.0,0.0,0.0,0.1490808827802539,0.1490808827802539,0.0,0.0,0.0,0.05485970035402311,0.05485970035402311,0.0,0.0,0.0,0.07867808438216646,0.07867808438216646,0.0,0.0,0.0,0.011774451304704716,0.011774451304704716,0.0,0.0,0.0,0.3944051449926556,0.3944051449926556,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,5.0,p75,od_modes_debug_p1_k5_floor_0p01_a0p8_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-floor,3,8.333333333333334,4.041451884327381,0.005492505439334255,0.0004175678245101645,0.008286192702750364,0.0004572766996757222,0.007931772567745712,0.0005366725588247382,0.008286192702750364,0.0004572766996757222,0.0009449295078714689,0.00032056539896277393,0.15406477493920376,0.06287635552317053,0.1680513962665291,0.07533315201243282,0.04499443030605713,0.019209514239762936,0.0,0.0,0.287699574384244,0.49831028014945206,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.04499443030605713,0.7580382021158322,0.287699574384244,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.007931772567745712,0.8554171364878873,0.3164670842012033,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.011774451304704716,0.0009449295078714689,0.9197474698108733,0.3274862239298561,0.0,0.3944051449926556,0.1680513962665291,0.5739117544467318,0.2782604766967109,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,5.0,p75,od_modes_debug_p1_k5_floor_0p01_a0p8_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-raw,3,8.333333333333334,4.041451884327381,0.005492505439334255,0.0004175678245101645,0.008286192702750364,0.0004572766996757222,0.007931772567745712,0.0005366725588247382,0.008286192702750364,0.0004572766996757222,0.0009449295078714689,0.00032056539896277393,0.15406477493920376,0.06287635552317053,0.1680513962665291,0.07533315201243282,0.04499443030605713,0.019209514239762936,0.0,0.0,0.287699574384244,0.49831028014945206,0.32033871547791404,0.5548429308390979,0.18595675309188664,0.04499443030605713,0.7580382021158322,0.287699574384244,0.0,0.1490808827802539,0.008286192702750364,0.9444181403466152,0.32670736482441126,0.0,0.05485970035402311,0.007931772567745712,0.8554171364878873,0.3164670842012033,0.0,0.07867808438216646,0.008286192702750364,0.894682327757293,0.32033871547791404,0.0,0.011774451304704716,0.0009449295078714689,0.9197474698108733,0.3274862239298561,0.0,0.3944051449926556,0.1680513962665291,0.5739117544467318,0.2782604766967109,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.8,5.0,p75,od_modes_debug_p1_k5_floor_0p01_a0p8_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR+Concentration,3,8.333333333333334,4.041451884327381,0.00551300878640519,0.00039389814447900553,0.008275285984079042,0.0004475384516661786,0.00792450142196483,0.0005454595899839502,0.008275285984079042,0.0004475384516661786,0.0,0.0,0.15387230658399845,0.06320057626985165,0.16524584444101578,0.07734300496262353,0.0452609738179793,0.019669168415446775,0.0,0.0,0.2871555676353527,0.49736803282071196,0.3203883496639814,0.5549288997711588,0.18595675309188664,0.0452609738179793,0.7566048392102698,0.2871555676353527,0.0,0.1490808827802539,0.008275285984079042,0.9444913000869377,0.326732673345024,0.0,0.05485970035402311,0.00792450142196483,0.8555496772369949,0.3165161185057768,0.0,0.07867808438216646,0.008275285984079042,0.8948209523661256,0.3203883496639814,0.0,0.010409071833739741,0.0,0.99999999990393,0.3333333333226589,0.0,0.3944051449926556,0.16524584444101578,0.5810251297693545,0.2817093888210213,0.0,1.0,0.0,floor_0p01,0.9,0.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p9_l0_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR-risk,3,8.333333333333334,4.041451884327381,0.00551300878640519,0.00039389814447900553,0.008275285984079042,0.0004475384516661786,0.00792450142196483,0.0005454595899839502,0.008275285984079042,0.0004475384516661786,0.0,0.0,0.15387230658399845,0.06320057626985165,0.16524584444101578,0.07734300496262353,0.0452609738179793,0.019669168415446775,0.0,0.0,0.2871555676353527,0.49736803282071196,0.3203883496639814,0.5549288997711588,0.18595675309188664,0.0452609738179793,0.7566048392102698,0.2871555676353527,0.0,0.1490808827802539,0.008275285984079042,0.9444913000869377,0.326732673345024,0.0,0.05485970035402311,0.00792450142196483,0.8555496772369949,0.3165161185057768,0.0,0.07867808438216646,0.008275285984079042,0.8948209523661256,0.3203883496639814,0.0,0.010409071833739741,0.0,0.99999999990393,0.3333333333226589,0.0,0.3944051449926556,0.16524584444101578,0.5810251297693545,0.2817093888210213,0.0,1.0,0.0,floor_0p01,0.9,0.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p9_l0_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Hop-shortest,3,8.333333333333334,4.041451884327381,0.016335761038244214,0.01849535663776189,0.1490808827802539,0.24410652455649856,0.05485970035402311,0.08091127004922007,0.07867808438216646,0.1221656078608618,0.010409071833739741,0.01802904127567137,0.3845417055741828,0.338372987056445,0.3944051449926556,0.36950086827441714,0.18595675309188664,0.26328390616385605,0.0,0.0,0.0,0.0,0.0,0.0,0.18595675309188664,0.18595675309188664,0.0,0.0,0.0,0.1490808827802539,0.1490808827802539,0.0,0.0,0.0,0.05485970035402311,0.05485970035402311,0.0,0.0,0.0,0.07867808438216646,0.07867808438216646,0.0,0.0,0.0,0.010409071833739741,0.010409071833739741,0.0,0.0,0.0,0.3944051449926556,0.3944051449926556,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,floor_0p01,0.9,0.0,mean,od_modes_debug_p1_k5_floor_0p01_a0p9_l0_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
