customer_set,budget,metric,baseline,comparison,baseline_minus_stable_mean,relative_reduction,bootstrap_ci_low,bootstrap_ci_high,effect_size_dz,wilcoxon_p,holm_p,significant_0p05
A,0.25,common_global_cvar90_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.00333744078827478,0.039382362918641764,-0.0005853945136182627,0.007312332026305853,0.48586448375748353,0.193359375,0.38671875,False
A,0.3,common_global_risk_mean,GraphSAGE,Stable-Tail GNN,0.10115981300612523,0.034644030112896095,-0.006498756135095356,0.22132748268320515,0.5188018534272283,0.322265625,0.64453125,False
A,0.3,common_global_risk_mean,TEG-only,Stable-Tail GNN,0.28258380584970577,0.09111485303964031,0.1254917444320097,0.4400444556576487,1.0529297079700275,0.013671875,0.041015625,True
A,0.3,common_global_risk_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.12655505873693668,0.04296740657048058,-0.056523369804142916,0.334156252534429,0.376925857429618,0.556640625,0.64453125,False
A,0.3,common_global_cvar90_mean,GraphSAGE,Stable-Tail GNN,0.005201620788691716,0.08258597384151387,2.3444402060975646e-05,0.011150932430388295,0.5527100917136967,0.16015625,0.3203125,False
A,0.3,common_global_cvar90_mean,TEG-only,Stable-Tail GNN,0.01706352746696694,0.22798115446409173,0.008217276167727787,0.02562431256156913,1.1590797831603277,0.013671875,0.041015625,True
A,0.3,common_global_cvar90_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.007785085055527277,0.11873339974997504,-0.002311514643240472,0.018740272348474363,0.43664527524895236,0.375,0.375,False
A,0.35,common_global_risk_mean,GraphSAGE,Stable-Tail GNN,0.0016031663453492495,0.0005795436862762423,-0.07020142896618765,0.07595085063202836,0.012844387837835479,0.921875,1.0,False
A,0.35,common_global_risk_mean,TEG-only,Stable-Tail GNN,0.028307807396690164,0.010135411301034732,-0.08055567092695946,0.17591682387529067,0.1262739265590762,0.921875,1.0,False
A,0.35,common_global_risk_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,-0.02852897194880506,-0.010426782837828056,-0.1441404515068319,0.07614652470010785,-0.15248463371090767,0.625,1.0,False
A,0.35,common_global_cvar90_mean,GraphSAGE,Stable-Tail GNN,0.0003897909693397261,0.006958936837892083,-0.00226682697918415,0.0030242350770708793,0.08703988433219581,0.76953125,1.0,False
A,0.35,common_global_cvar90_mean,TEG-only,Stable-Tail GNN,0.004526973760734081,0.07526117320788474,-0.0005418807886778028,0.01058694013260115,0.4734910488024489,0.193359375,0.580078125,False
A,0.35,common_global_cvar90_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.00013760285318391505,0.0024677337769274756,-0.004642503995928337,0.004732622638090087,0.0171377635921326,1.0,1.0,False
A,0.4,common_global_risk_mean,GraphSAGE,Stable-Tail GNN,0.0016031663453492495,0.0005795436862762423,-0.07020142896618765,0.07595085063202836,0.012844387837835479,0.921875,1.0,False
A,0.4,common_global_risk_mean,TEG-only,Stable-Tail GNN,-0.041297701893530145,-0.015164272038423115,-0.1002064314387528,0.02377047453192084,-0.38629358903109307,0.375,1.0,False
A,0.4,common_global_risk_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,-0.02852897194880506,-0.010426782837828056,-0.1441404515068319,0.07614652470010785,-0.15248463371090767,0.625,1.0,False
A,0.4,common_global_cvar90_mean,GraphSAGE,Stable-Tail GNN,0.0003897909693397261,0.006958936837892083,-0.00226682697918415,0.0030242350770708793,0.08703988433219581,0.76953125,1.0,False
A,0.4,common_global_cvar90_mean,TEG-only,Stable-Tail GNN,0.0009662679613711804,0.017075044937660058,-0.0029118017568243626,0.004565111646759398,0.15211671265009727,0.76953125,1.0,False
A,0.4,common_global_cvar90_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.00013760285318391505,0.0024677337769274756,-0.004642503995928337,0.004732622638090087,0.0171377635921326,1.0,1.0,False
B,0.1,common_global_risk_mean,GraphSAGE,Stable-Tail GNN,0.08045840084200914,0.01100849451139493,-0.03869554337056395,0.2078380875457793,0.3854925333226734,0.625,1.0,False
B,0.1,common_global_risk_mean,TEG-only,Stable-Tail GNN,-0.005436438735037008,-0.0007526710783986769,-0.1052302208904604,0.0978031324927713,-0.03170990915545397,0.921875,1.0,False
B,0.1,common_global_risk_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,-0.09313413396283927,-0.013052838072690068,-0.2576178297531878,0.07911235509305131,-0.3254422923573549,0.431640625,1.0,False
B,0.1,common_global_cvar90_mean,GraphSAGE,Stable-Tail GNN,0.001689906809463304,0.008815181109371266,-0.0045357296572120405,0.007998021719586941,0.15810822491422957,0.76953125,0.76953125,False
B,0.1,common_global_cvar90_mean,TEG-only,Stable-Tail GNN,-0.006025238165912794,-0.032747816295586006,-0.0160950508877784,0.00457902124006152,-0.33918362419464615,0.275390625,0.55078125,False
B,0.1,common_global_cvar90_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,-0.01162913860437082,-0.06519119729027181,-0.019293293945524936,-0.0037804034507814195,-0.8872402225680296,0.037109375,0.111328125,False
B,0.15,common_global_risk_mean,GraphSAGE,Stable-Tail GNN,0.42308944648738,0.06701135829904131,0.009756221843929403,0.8919692141434803,0.560987489462141,0.193359375,0.38671875,False
B,0.15,common_global_risk_mean,TEG-only,Stable-Tail GNN,0.0020947680867191565,0.00035548510491364657,-0.20583189596563928,0.21878186439533776,0.00591360531272414,1.0,1.0,False
B,0.15,common_global_risk_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.30953605641951965,0.049924009844696166,0.03535018226387692,0.6345296806312454,0.6038446008957337,0.10546875,0.31640625,False
B,0.15,common_global_cvar90_mean,GraphSAGE,Stable-Tail GNN,0.01408573628462741,0.090871394388994,0.0012406306907860724,0.028767506292172007,0.6004660573254041,0.130859375,0.26171875,False
B,0.15,common_global_cvar90_mean,TEG-only,Stable-Tail GNN,0.0011399264085679775,0.008024171840805764,-0.003850128389126337,0.005722262875053284,0.14274065963950153,0.921875,0.921875,False
B,0.15,common_global_cvar90_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.008530932808197621,0.057081204660285094,0.00043852924943399153,0.016662321733223386,0.6228975896077293,0.048828125,0.146484375,False
B,0.2,common_global_risk_mean,GraphSAGE,Stable-Tail GNN,0.04073094999342715,0.00789950088887395,-0.5301166948454217,0.6525594322873081,0.040903291792175334,0.921875,0.921875,False
B,0.2,common_global_risk_mean,TEG-only,Stable-Tail GNN,0.6120548696702133,0.10686311459725961,0.18149323375396098,1.0593132542101387,0.8160576198073228,0.037109375,0.111328125,False
B,0.2,common_global_risk_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.4880219080362937,0.087093375285155,0.024303027998886232,1.0070546634663398,0.5963560596729275,0.16015625,0.3203125,False
B,0.2,common_global_cvar90_mean,GraphSAGE,Stable-Tail GNN,0.0019766363648136874,0.015853795688275107,-0.014047175550425244,0.01920838829124428,0.07084525430466229,1.0,1.0,False
B,0.2,common_global_cvar90_mean,TEG-only,Stable-Tail GNN,0.015047965733782665,0.10924082072101707,0.003549605655095121,0.027334827787250722,0.7503324342920907,0.083984375,0.251953125,False
B,0.2,common_global_cvar90_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.014329464330655739,0.10457028947837194,0.0014755074081582867,0.027724269797945695,0.6556129870535996,0.16015625,0.3203125,False
B,0.25,common_global_risk_mean,GraphSAGE,Stable-Tail GNN,0.17370297633716242,0.03921864163652868,-0.10254363689343392,0.5930078391021527,0.27778157296334477,0.845703125,0.845703125,False
B,0.25,common_global_risk_mean,TEG-only,Stable-Tail GNN,0.08789284948302259,0.020236505428969633,-0.013615680895763574,0.1766912211593259,0.5460560109714889,0.10546875,0.31640625,False
B,0.25,common_global_risk_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.24319992319645492,0.05406137790868667,-0.08903155332264195,0.7193738674280613,0.34380628873287433,0.275390625,0.55078125,False
B,0.25,common_global_cvar90_mean,GraphSAGE,Stable-Tail GNN,0.005331077910055005,0.05056646601453418,-0.0022452691514899185,0.01657547562888382,0.3172757989805194,0.556640625,0.556640625,False
B,0.25,common_global_cvar90_mean,TEG-only,Stable-Tail GNN,0.0033091603459253576,0.03200186853654313,0.0010194966149734352,0.005379192598488315,0.8982071680100013,0.037109375,0.111328125,False
B,0.25,common_global_cvar90_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.0100306924467604,0.09108315646013528,0.000491724072357086,0.02375931316329404,0.4895618274643841,0.048828125,0.111328125,False
B,0.3,common_global_risk_mean,GraphSAGE,Stable-Tail GNN,0.03236799967448092,0.007854898852664207,-0.23812705094961611,0.25838481036845184,0.07567803634370959,0.431640625,0.431640625,False
B,0.3,common_global_risk_mean,TEG-only,Stable-Tail GNN,0.19915955623276838,0.04645086135779537,0.024587769885006692,0.4382076727717681,0.5621252512271884,0.048828125,0.146484375,False
B,0.3,common_global_risk_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.14161395098716784,0.033478582794801016,-0.08408256086770483,0.36949120930364393,0.36845600209144075,0.193359375,0.38671875,False
B,0.3,common_global_cvar90_mean,GraphSAGE,Stable-Tail GNN,0.00183222142478824,0.018812229405182644,-0.005575397030541443,0.008234804402538357,0.15512668763498932,0.322265625,0.322265625,False
B,0.3,common_global_cvar90_mean,TEG-only,Stable-Tail GNN,0.006405030891457146,0.0628141020919898,0.0017363898059032457,0.013372626140193272,0.6244008143495402,0.02734375,0.08203125,False
B,0.3,common_global_cvar90_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.006916645576306892,0.06749286557952001,0.0005992844829424261,0.013327069946589519,0.6437090767187845,0.048828125,0.09765625,False
B,0.35,common_global_risk_mean,GraphSAGE,Stable-Tail GNN,0.28440637686499676,0.07521262129479393,0.05594686465834272,0.5384041105103596,0.6947189761458984,0.193359375,0.48046875,False
B,0.35,common_global_risk_mean,TEG-only,Stable-Tail GNN,0.2981599603798885,0.07856406869402816,0.028913251731745443,0.6096423565828727,0.598346473360559,0.16015625,0.48046875,False
B,0.35,common_global_risk_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.18749006733062776,0.05088687099635727,-0.012173354098097732,0.4161662861623834,0.5105410860696927,0.193359375,0.48046875,False
B,0.35,common_global_cvar90_mean,GraphSAGE,Stable-Tail GNN,0.0077870405107590135,0.08900813133493037,0.0009686952129967008,0.015368913026553847,0.6363297724025071,0.232421875,0.31640625,False
B,0.35,common_global_cvar90_mean,TEG-only,Stable-Tail GNN,0.009046157928456568,0.10193317839568102,0.0011009635822115478,0.018278384298643542,0.6166296658182507,0.10546875,0.31640625,False
B,0.35,common_global_cvar90_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.006271047851327888,0.07294388441436872,-4.1914389962774595e-05,0.013112061616730902,0.5543274221677308,0.10546875,0.31640625,False
B,0.4,common_global_risk_mean,GraphSAGE,Stable-Tail GNN,0.07691666369618884,0.021774218275537653,-0.05798293532040877,0.25903801939190507,0.2898446427334345,0.6953125,1.0,False
B,0.4,common_global_risk_mean,TEG-only,Stable-Tail GNN,-0.0901197823772796,-0.026778100101821762,-0.1861304433246608,0.0019618279768374943,-0.5594747214580215,0.232421875,0.697265625,False
B,0.4,common_global_risk_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.04467992726343506,0.012764861047366181,-0.08955610668613516,0.21576176515184528,0.1707909945317528,1.0,1.0,False
B,0.4,common_global_cvar90_mean,GraphSAGE,Stable-Tail GNN,0.001957266453649069,0.024310554384894007,-0.0023760649045310514,0.007768467007496599,0.23267180744224059,0.4921875,0.984375,False
B,0.4,common_global_cvar90_mean,TEG-only,Stable-Tail GNN,-0.003165195287389373,-0.04198511312441085,-0.00652106893513059,0.00015752987774005862,-0.5559910593816371,0.16015625,0.48046875,False
B,0.4,common_global_cvar90_mean,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.0013391775509136784,0.01676216249509064,-0.0033720695814079644,0.007111432986521019,0.14791172690725388,0.921875,0.984375,False
